Tagging,rank,news_type,hash_id,old_hash_id,type,version,Author,Content,Source URL,Source Name,Title,Important,Image URL,Shortened URL,Score,Categories,Relevancy_tags,Country_code,Impressive_score,targeted_city,created_at,position_start_time,position_expire_time,gallery_image_urls,full_gallery_urls,bottom_headline,bottom_text,bottom_panel_link,dfp_tags,trackers
national,675,NEWS,3yd0hfa4-1,akbaruddin-owaisi-factchecks-congress-on-white-paper-on-finances-1703142994182,NEWS,0,Sumavarshak,"On the day the Telangana Assembly witnessed a heated debate over the state’s financial condition, AIMIM MLA Akbaruddin Owaisi led the Opposition’s charge against the Revanth Reddy-led Congress government. The Congress, led by Deputy CM Bhatti Vikramarka, presented a White Paper on the state’s finances, including outstanding debt, alleging fiscal mismanagement by the previous BRS government.",https://thesouthfirst.com/telangana/dont-tarnish-image-of-telangana-akbaruddin-owaisi-leads-opposition-charge-fact-checks-congress/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,thesouthfirst.com,Akbaruddin Owaisi fact-checks Congress on White Paper on finances,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/21_thu/img_1703135234406_714.jpg?,https://shrts.in/UW4Au,600,"politics, national","politics, national",IN,10.559999999999999,,1703142994000,1970-01-01T00:00:00Z,2023-12-22T07:15:54.34Z,[],[],"BRS misled financial institutions, says Revanth",Tap here to read more,https://thesouthfirst.com/telangana/telangana-cm-says-brs-misled-financial-institutions-to-raise-loans-for-kaleswharam-mission-bhagiratha/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:politics,cat:national,hash:9",[]
national,676,NEWS,31m1uh3f-1,kcoca-invoked-against-12-in-karnataka-exam-malpractice-cases-1703142967898,NEWS,1,Sumavarshak,"The Karnataka Criminal Investigation Department has invoked provisions of the Karnataka Control of Organised Crimes Act (KCOCA) of 2000 against 12 people involved in exam malpractices. The dozen include prime accused Rudragouda Devendrappa Patil alias RD Patil, the alleged kingpin in the PSI recruitment scam. KCOCA previously has been used in cases like Gauri Lankesh's murder.",https://thesouthfirst.com/karnataka/kcoca-invoked-against-12-including-psi-recruitment-scam-kingpin-rd-patil-in-exam-malpractice-cases/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,The South First,KCOCA invoked against 12 in Karnataka exam malpractice cases,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/21_thu/img_1703135070058_586.jpg?,https://shrts.in/6P1Ue,600,"politics, national","politics, national",IN,10.559999999999999,,1703142967000,1970-01-01T00:00:00Z,2023-12-22T07:15:26.553Z,[],[],HC issues guidelines to be followed on KCOCA,Tap here to read more,https://thesouthfirst.com/pti/karnataka-high-court-issues-guidelines-to-be-followed-on-kcoca/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:politics,cat:national,hash:8",[]
national,677,NEWS,avklax05-1,bjpvhp-claims-karnataka-govt-taking-over-162-private-temples-1703142943855,NEWS,0,Sumavarshak,BJP and the VHP have claimed that the Muzrai (Endowments) Department had issued notices to 162 private temples across state for taking over their administration and financial affairs. Claims were made citing an order copy issued by the HR&CE department to one temple in Ballari. Minister Ramalinga Reddy deemed the claim false and challenged BJP-VHP to provide list as proof.,https://thesouthfirst.com/karnataka/karnataka-muzrai-minister-refutes-bjp-vhp-claim-of-issuing-notices-to-take-over-162-private-temples/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,The South First,BJP-VHP claims Karnataka govt taking over 162 private temples,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/21_thu/img_1703134869577_57.jpg?,https://shrts.in/cCRFP,600,"politics, national","politics, national",IN,10.559999999999999,,1703142943000,1970-01-01T00:00:00Z,2023-12-22T07:15:01.286Z,[],[],Sharda temple builds bridges between faiths,Tap here to read more,https://thesouthfirst.com/karnataka/karnataka-to-kashmir-how-a-sharda-temple-is-building-bridges-between-faiths-and-regions/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:politics,cat:national,hash:4",[]
national,678,NEWS,k49atj8w-1,ktaka-rolls-insurance-for-gig-workers-newspaper-delivery-agents-1703142920383,NEWS,1,Sumavarshak,"The Karnataka government has taken a significant stride towards fulfilling its pre-poll promise of a safety net for gig workers. It issued an order copy introducing a comprehensive insurance scheme for gig workers and persons engaged in the newspaper deliveries. The schemes offer substantial convenience, life insurance, accident insurance, and medical facilities, and will benefit 2.3 lakh people.",https://thesouthfirst.com/karnataka/karnataka-government-rolls-out-insurance-scheme-for-gig-workers-newspaper-delivery-persons/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,thesouthfirst.com,"K'taka rolls insurance for gig workers, newspaper delivery agents",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/21_thu/img_1703134650572_716.jpg?,https://shrts.in/uFbky,600,"politics, national","politics, national",IN,10.559999999999999,,1703142920000,1970-01-01T00:00:00Z,2023-12-22T04:59:51.977Z,[],[], Karnataka announces interim relief for drought,Tap here to read more,https://thesouthfirst.com/karnataka/karnataka-announces-interim-relief-for-drought-hit-farmers-union-government-yet-to-release-funds/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:politics,cat:national,hash:0",[]
national,679,NEWS,owkzrnnn-1,naidu-kalyan-set-tone-for-andhra-polls-at-yuva-galam-finale-1703142877970,NEWS,0,Sumavarshak,Chandrababu Naidu and Pawan Kalyan set the tone for their approach to Andhra Pradesh polls in a display of camaraderie in front of a huge gathering at the culmination of the Yuva Galam padayatra by Nara Lokesh in Vizianagaram. The two leaders are expected to release a joint manifesto for the upcoming Andhra Pradesh assembly elections in January.,https://thesouthfirst.com/andhrapradesh/chandrababu-naidu-pawan-kalyan-set-the-tone-for-andhra-polls-at-nara-lokeshs-yuva-galam-finale/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,The South First,"Naidu, Kalyan set tone for Andhra polls at Yuva Galam finale",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/21_thu/img_1703134297096_155.jpg?,https://shrts.in/eg9ow,600,"politics, national","politics, national",IN,10.559999999999999,,1703142877000,1970-01-01T00:00:00Z,2023-12-22T07:13:46Z,[],[], TDP looks to anti-incumbency,Tap here to read more,https://thesouthfirst.com/news/after-telangana-election-results-tdp-relies-on-anti-incumbency-as-ysrcp-researches-brs-defeat/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:politics,cat:national,hash:9",[]
national,680,NEWS,hgqnc2uq-1,india-passes-key-criminal-reform-bills-amid-mp-suspensions-1703142423809,NEWS,3,Rupesh,Lok Sabha passed 3 critical criminal reform bills replacing century-old laws like Indian Penal Code. Amid suspension of 97 Opposition MPs these bills were virtually unopposed. The reforms focusing on Indian jurisprudence & technological advancements have sparked debate over human rights concerns & law enforcement excesses. The Centre emphasizes their citizen-friendly & reform-oriented nature.,https://www.boomlive.in/amp/news/lok-sabha-parliament-criminal-reform-bills-suspension-mps-lok-sabha-23884?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,boomlive.in,India Passes Key Criminal Reform Bills Amid MP Suspensions,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/21_thu/img_1703142449564_180.jpg?,https://shrts.in/3Zq61,600,"politics, national","politics, national",IN,10.559999999999999,,1703142423000,1970-01-01T00:00:00Z,2023-12-22T07:06:25.504Z,[],[],New Era in Indian Criminal Law Reform,Read More,https://www.boomlive.in/amp/news/lok-sabha-parliament-criminal-reform-bills-suspension-mps-lok-sabha-23884?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:politics,cat:national,hash:3",[]
national,681,NEWS,ndvcftsj-1,lok-sabha-passes-3-criminal-law-amendment-bills-1703141444566,NEWS,2,Shweta,"Lok Sabha has passed three Bills to update old criminal laws. The Bills will replace old laws of Indian Penal Code. Home Minister Amit Shah says these laws focus on justice, not just punishment. These changes are for the betterment of terrorism, sedition, and mob violence laws. Although people are worried about these changes, the government promises to prevent misuse.",https://www.theceo.in/amp/story/news/lok-sabha-passes-three-amended-bills?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,The CEO Magazine India,Lok Sabha passes 3 criminal law amendment bills,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/21_thu/img_1703141383132_648.jpg?,https://shrts.in/WCpmK,600,"politics, national","politics, national",IN,10.559999999999999,,1703141444000,1970-01-01T00:00:00Z,2023-12-22T06:50:04.64Z,[],[],To know more about the changes in Criminal Laws.,Click here,https://www.theceo.in/amp/story/news/lok-sabha-passes-three-amended-bills?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:politics,cat:national,hash:0",[]
national,682,NEWS,sxy5uod8-1,talk-of-changing-indias-constitution-is-meaningless-pm-modi-1703141265079,NEWS,0,Sakshita Khosla,"In an interview with British daily FT, PM Narendra Modi addressed criticisms against him and his government. Talking about 'opponents' worries' that his government could amend the Constitution to make India a ""Hindu Republic"", PM said, ""Any talk of amending the Constitution is meaningless."" He said the ""most transformative steps"" by his government were undertaken without changing the Constitution.",https://www.hindustantimes.com/india-news/modi-rejects-talk-of-amending-constitution-says-confident-about-3rd-term-101703134152190-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Hindustan Times,Talk of changing India's Constitution is meaningless: PM Modi,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/21_thu/img_1703140378600_2.jpg?,https://shrts.in/RABQ6,800,national,national,IN,12.33,,1703141265000,1970-01-01T00:00:00Z,2023-12-22T06:34:54.546Z,[],[],'Our nation is on the cusp of take-off',Tap to know what more PM Modi said,https://www.hindustantimes.com/india-news/modi-rejects-talk-of-amending-constitution-says-confident-about-3rd-term-101703134152190-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:800,news:default,cat:national,hash:1",[]
national,683,NEWS,gsz5f5rf-1,woman-records-web-series-assistant-directors-naked-video-in-mumbai-blackmails-him-1703141204135,NEWS,0,Ankush Verma,"A 45-year-old Mumbai-based assistant director of a web series has filed a complaint against an unknown woman for allegedly befriending him on a dating site and later extorting money from him. He said the woman took off all her clothes during a call and induced him into taking off his clothes, and recorded the video without his knowledge.",https://indianexpress.com/article/cities/mumbai/web-series-assistant-director-sexually-extorted-woman-dating-site-9077112/lite/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,The Indian Express,Woman records web series' assistant director's naked video in Mumbai; blackmails him,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/21_thu/img_1703140577978_291.jpg?,https://shrts.in/XLMy8,800,national,crime,IN,12.33,,1703141204000,1970-01-01T00:00:00Z,2023-12-22T06:36:30.039Z,[],[],"The filmmaker had transferred ₹35,000",More money was demanded from him,https://indianexpress.com/article/cities/mumbai/web-series-assistant-director-sexually-extorted-woman-dating-site-9077112/lite/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:800,news:default,cat:national,hash:0,noads:true",[]
national,684,NEWS,876dtc8g-1,remembering-justice-pn-bhagwati-on-his-102nd-birth-anniversary-1703140854642,NEWS,3,Gaurav Bhargava,"December 21 is a day that no avid champion of human rights and public interest litigation can let go without remembering the late P.N. Bhagwati,17th Chief Justice of India, who had a tenure of 17 months. His 102nd birth anniversary was filled with national and international homages for his pioneering efforts in the development of human rights jurisprudence and PIL.",https://theleaflet.in/justice-p-n-bhagwati-a-active-activist-and-astute-judge-sorely-missed-in-these-dire-times.?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,The Leaflet,Remembering Justice P.N. Bhagwati on his 102nd birth anniversary ,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/21_thu/img_1703140804448_9.jpg?,https://shrts.in/36j25,600,national,"world, education, national",IN,11,,1703140854000,1970-01-01T00:00:00Z,2023-12-22T06:40:16.54Z,[],[],To read more,Tap here,https://theleaflet.in/justice-p-n-bhagwati-a-active-activist-and-astute-judge-sorely-missed-in-these-dire-times.?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:national,hash:5",[]
national,685,NEWS,wfzwfpdj-1,108ft-incense-stick-being-made-for-ram-temple-consecration-ceremony-pic-surfaces-1703139103746,NEWS,1,Sakshita Khosla,"A 108-foot long incense stick (agarbatti) is being prepared in Gujarat's Vadodara ahead of the Ram Temple consecration ceremony in UP's Ayodhya next month. Pictures and videos of the same have been shared online. The stick, that is made from five elements, will be taken to Ayodhya in a Shobha Yatra and it will remain lit for 1.5 months.",https://www.timesnownews.com/india/ram-mandir-inauguration-after-42-bells-108-ft-incense-stick-to-be-sent-to-ayodhya-from-vadodara-article-106160605/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Times Now,"108-ft incense stick being made for Ram Temple consecration ceremony, pic surfaces",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/21_thu/img_1703138073231_997.jpg?,https://shrts.in/c44Wg,800,national,national,IN,12.33,,1703139103000,1970-01-01T00:00:00Z,2023-12-22T05:55:20.175Z,[],[],Gir cow ghee used to prepare it,Tap to know more,https://www.timesnownews.com/india/ram-mandir-inauguration-after-42-bells-108-ft-incense-stick-to-be-sent-to-ayodhya-from-vadodara-article-106160605/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:800,news:default,cat:national,hash:6",[]
national,686,NEWS,ifp041mr-1,ponmudy-gets-3year-jail-term-sentence-suspended-for-30-days-1703138928554,NEWS,0,Nidhi Sinha,"Madras High Court has sentenced Tamil Nadu minister K Ponmudy to three years of imprisonment. Ponmudy and his wife P Visalakshi, who are accused of amassing ₹1.79 crore disproportionate to their known sources of income, will also pay ₹50-lakh fine each. The court suspended the sentence for 30 days for Ponmudy as he is currently holding Higher Education Department portfolio.",https://www.news18.com/amp/india/disproportionate-assets-case-madras-high-court-order-tamil-nadu-minister-ponmudy-his-wife-8712022.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,News18,"Ponmudy gets 3-year jail term, sentence suspended for 30 days",True,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/21_thu/img_1703137297821_723.jpg?,https://shrts.in/Aa4WD,800,"politics, national",national,IN,47.56,,1703138928000,1970-01-01T00:00:00Z,2023-12-22T05:56:11.35Z,[],[],A trial court had earlier acquitted Ponmudy,Tap to know more,https://twitter.com/ANI/status/1737705732840308806?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:800,news:default,cat:politics,cat:national,hash:3,notification:true",[]
national,687,NEWS,abmb36in-1,hindustan-means-land-of-hindus-not-hindi-sadhguru-on-nitishs-remark-1703136663135,NEWS,0,Nidhi Sinha,"After Bihar CM Nitish Kumar reportedly told suspended Tamil Nadu MP TR Baalu that he ""should know Hindi"", Sadhguru said the former must avoid making such statements. Sadhguru said, ""Hindustan means...the land of Hindus not the land of Hindi language."" ""Linguistic division of states was done with the wisdom that all languages in [India] will have same status,"" he added.",https://www.timesnownews.com/india/nitish-kumar-ji-sadhgurus-take-on-bihar-cms-hindi-aana-chahiye-row-article-106161117/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Times Now,"Hindustan means land of Hindus, not Hindi: Sadhguru on Nitish's remark",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/21_thu/img_1703135114307_614.jpg?,https://shrts.in/X1VgH,600,"politics, national",national,IN,10.559999999999999,,1703136663000,1970-01-01T00:00:00Z,2023-12-22T05:21:20.681Z,[],[],'There are many states with their own language',Tap to read what more Sadhguru said,https://twitter.com/SadhguruJV/status/1737464520774492382?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:politics,cat:national,hash:4",[]
national,688,NEWS,7cgtuyks-1,doctors-to-not-face-criminal-charges-for-medical-negligence-deaths-as-per-new-bill-1703136096055,NEWS,1,Sakshita Khosla,"The government, in the new criminal law bill (Bharatiya Nyaya (Second) Sanhita 2023), has proposed to exempt doctors from criminal prosecution for deaths due to medical negligence. This came after the Indian Medical Association (IMA) wrote to PM Narendra Modi requesting the same. It cited IPC section 88 that protected doctors from criminal liability for an act of 'good intention'.",https://www.moneycontrol.com/news/trends/health/centre-proposes-to-decriminalise-medical-negligence-in-amended-criminal-law-bill-11934881.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Moneycontrol,Doctors to not face criminal charges for medical negligence deaths as per new bill,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/21_thu/img_1703135149851_347.jpg?,https://shrts.in/2zNxm,1000,national,national,IN,15.33,,1703136096000,1970-01-01T00:00:00Z,2023-12-22T05:06:47.953Z,[],[],Bill was cleared by Lok Sabha on December 20,Tap to know more,https://indianexpress.com/article/india/lok-sabha-three-criminal-bills-9076410/lite/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:1000,news:default,cat:national,hash:1,noads:true",[]
national,689,NEWS,aj114ejd-1,ed-summons-illegal-it-is-politically-motivated-arvind-kejriwal-1703134210264,NEWS,0,Nidhi Sinha,"Responding to ED summons issued to him in liquor policy case, Delhi CM Arvind Kejriwal said, ""This ED summons is also illegal like previous summons."" He added, ""ED should withdraw this summons...It's politically motivated. I've lived my life with honesty."" Notably, he's likely to skip ED appearance scheduled for today as he's presently at a Vipassana meditation centre in Punjab.",https://www.news18.com/amp/india/arvind-kejriwal-reply-enforcement-directorate-calls-summons-illegal-nothing-tp-hide-8712072.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,News18,"ED summons illegal, it is politically motivated: Arvind Kejriwal",True,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/21_thu/img_1703133056268_688.jpg?,https://shrts.in/nEDZ5,800,"politics, national",national,IN,47.56,,1703134210000,1970-01-01T00:00:00Z,2023-12-22T04:41:53.413Z,[],[],'I've nothing to hide',Tap to read what more the CM said,https://www.news18.com/amp/india/arvind-kejriwal-reply-enforcement-directorate-calls-summons-illegal-nothing-tp-hide-8712072.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:800,news:default,cat:politics,cat:national,hash:8,notification:true",[]
national,690,NEWS,ermvejej-1,jkhand-assembly-passes-bill-to-fix-1932-land-records-for-domicile-1703133839024,NEWS,0,Nidhi Sinha,"Jharkhand Assembly again passed a bill that proposes to fix land records of 1932 as basis for domicile in the state. As per the bill, people who've their names or their ancestors' names in land records of 1932 or before will be considered Jharkhand's local inhabitant. Domicile status is mandatory to apply for Class III and Class IV government jobs.",https://www.hindustantimes.com/india-news/jharkhand-assembly-again-passes-domicile-bill-101703098387858-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Hindustan Times,J'khand Assembly passes bill to fix 1932 land records for domicile,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/21_thu/img_1703132231899_550.jpg?,https://shrts.in/ngs8W,600,national,national,IN,10.33,,1703133839000,1970-01-01T00:00:00Z,2023-12-22T04:42:45.854Z,[],[],Bill is colloquially known as 1932 Khatiyan bill,It was also passed last year,https://www.hindustantimes.com/india-news/jharkhand-assembly-again-passes-domicile-bill-101703098387858-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:national,hash:8",[]
national,691,NEWS,3lmgqwrk-1,techie-detained-in-parliament-security-breach-is-retired-ktaka-police-officers-son-1703133581024,NEWS,0,Sakshita Khosla,"A software engineer from Karnataka has been detained in connection to the Parliament security breach, multiple reports said on Thursday. The engineer, identified as Saikrishna Jagali, is the son of a retired Deputy Superintendent of Police from Karnataka's Bagalkote. The security breach was reported on the anniversary of the 2001 Parliament attack on December 13.",https://www.republicworld.com/india/parliament-security-breach-name-of-retd-cop-s-son-emerges-in-probe-detained/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Republic World,"Techie detained in Parliament security breach, is retired K'taka police officer's son",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/21_thu/img_1703133005768_477.jpg?,https://shrts.in/C9rRa,1000,national,national,IN,15.33,,1703133581000,1970-01-01T00:00:00Z,2023-12-22T04:36:18.334Z,[],[],'Saikrishna is accused Manoranjan D's friend',Tap to know what more reports said,https://www.republicworld.com/india/parliament-security-breach-name-of-retd-cop-s-son-emerges-in-probe-detained/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:1000,news:default,cat:national,hash:8,noads:true",[]
national,692,NEWS,ah0hndik-1,tea-turns-tragic-man-beheads-wife-over-delay-in-serving-beverage-1703132628142,NEWS,1,Bhana Neur,"In a shocking incident, a husband beheaded his wife over a delay in serving him his morning tea. The incident happened on Tuesday, December 19, 2023, in Bhojpur village of Ghaziabad. The husband has been taken into custody, and the body of the wife has been sent for a post-mortem. ",https://www.shethepeople.tv/news/ghaziabad-man-beheads-wife-over-delay-in-serving-tea-2034078?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,SheThePeople,Tea Turns Tragic: Man Beheads Wife Over Delay In Serving Beverage,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/21_thu/img_1703132589179_761.jpg?,https://shrts.in/QT56M,600,national,national,IN,10.33,,1703132628000,1970-01-01T00:00:00Z,2023-12-22T04:23:13.688Z,[],[],Tap To Read More,On SheThePeople,https://www.shethepeople.tv/news/ghaziabad-man-beheads-wife-over-delay-in-serving-tea-2034078?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:national,hash:1",[]
national,693,NEWS,qlglv8vu-1,what-are-the-key-highlights-of-the-3-criminal-law-bills-passed-by-lok-sabha-1703132621994,NEWS,0,Sakshita Khosla,"Lok Sabha on Wednesday passed three new criminal law Bills, which made mob lynching a separate offence with death penalty as the maximum punishment. The offence of sedition has been omitted but acts against the nation will be punishable. Terrorism has been defined and included as a separate offence. Community service has been introduced as a form of punishment.",https://www.moneycontrol.com/news/india/no-one-will-go-to-jail-for-criticising-govt-shah-in-lok-sabha-3-new-crime-bills-discussed-11933541.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Moneycontrol,What are the key highlights of the 3 criminal law bills passed by Lok Sabha?,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/21_thu/img_1703131067503_672.jpg?,https://shrts.in/FPvxq,1000,national,national,IN,15.33,,1703132621000,1970-01-01T00:00:00Z,2023-12-22T04:22:33.148Z,[],[],10-year jail for hit-and-run cases,Medical negligence by doctors decriminalised,https://www.moneycontrol.com/news/trends/health/centre-proposes-to-decriminalise-medical-negligence-in-amended-criminal-law-bill-11934881.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:1000,news:default,cat:national,hash:3",[]
national,694,NEWS,g2y31baj-1,how-is-telangana-hc-revolutionising-period-positivity-in-colleges-1703132449890,NEWS,1,Bhana Neur,"In a remarkable move, the Telangana High Court has directed the state government to build sanitary napkin dispensing machines at all the junior colleges across Telangana. The decision, taken by Justice Alok Aradhe and Justice Anil Kumar Jukanti, came in response to a news report-turned-PIL floored during the protests at Government Junior College in Saroornagar. ",https://www.shethepeople.tv/news/telangana-high-court-mandates-sanitary-napkin-dispensers-in-colleges-2033814?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,SheThePeople,How Is Telangana HC Revolutionising Period Positivity In Colleges?,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/21_thu/img_1703132405255_460.jpg?,https://shrts.in/nZepk,600,"politics, national, Health___Fitness","politics, national, Health___Fitness",IN,11,,1703132449000,1970-01-01T00:00:00Z,2023-12-22T04:20:14.92Z,[],[],Tap To Read More,On SheThePeople,https://www.shethepeople.tv/news/telangana-high-court-mandates-sanitary-napkin-dispensers-in-colleges-2033814?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:politics,cat:national,cat:Health___Fitness,hash:1",[]
national,695,NEWS,42hub5co-1,tolet-poster-in-bengaluru-goes-viral-for-spelling-mistake-1703132267154,NEWS,0,Swarna Srikanth,"Bengaluru often makes it to social media for its house-hunting scenes. In a recent case, a to-let message displayed on a tree surfaced online and caught the attention of netizens. What was so striking about it? The poster read ""To-late"" instead of the correct spelling, suggesting people hurry to avail the rooms and get too late. ",https://www.freepressjournal.in/amp/viral/not-toilet-to-let-poster-in-bengaluru-goes-viral-for-this-spelling-mistake?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Free Press Journal,To-let Poster In Bengaluru Goes Viral For Spelling Mistake,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/21_thu/img_1703132227659_227.jpg?,https://shrts.in/2syMV,600,"hatke, national","hatke, national",IN,11.7,,1703132267000,1970-01-01T00:00:00Z,2023-12-22T04:17:03.506Z,[],[],"""Late for good houses in Bengaluru,"" X user",Tap Here For Detailed Report ,https://www.freepressjournal.in/amp/viral/not-toilet-to-let-poster-in-bengaluru-goes-viral-for-this-spelling-mistake?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:hatke,cat:national,hash:2",[]
national,696,NEWS,odogu0kp-2,we-have-expertise-in-population-and-automobile-growth-gadkari-1703131196371,NEWS,0,Debaroti Adhikary,"Union Minister Nitin Gadkari said investments made in a road project are now easily being returned after the roads are monetised later in several ways, including tolls. ""Naturally, investments will come in greater numbers in near future [as] they have great returns. It is definite that Indian public has expertise in population and automobile growth,"" he said.",https://www.youtube.com/watch?t=888s&utm_campaign=fullarticle&v=Jt-TWbbKQ4k&utm_medium=referral&utm_source=inshorts,YouTube,We have expertise in population and automobile growth: Gadkari,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/21_thu/img_1703130166666_211.jpg?,https://shrts.in/VvEUG,600,"automobile, national","automobile, national",IN,10.5,,1703131196000,1970-01-01T00:00:00Z,2023-12-22T03:45:01.184Z,[],[],'Govt planning GPS-based toll system',Tap to know what more he said,https://www.youtube.com/watch?t=888s&utm_campaign=fullarticle&v=Jt-TWbbKQ4k&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:automobile,cat:national,hash:8",[]
national,697,NEWS,qobfeh2a-1,schoolkids-can-dress-as-santa-only-if-parents-allow-in-mp-district-1703129134245,NEWS,0,Nidhi Sinha,"Education department of Madhya Pradesh's Shajapur said all children need parental permission to dress up as Santa Claus or participate in other Christmas-related events at schools. As per the official order, this is to prevent any ""unpleasant situation"". District Education Officer Vivek Dubey said, ""Most of the time such events are held harmoniously but sometimes it leads to disputes.""",https://www.freepressjournal.in/amp/indore/madhya-pradesh-school-seeks-parents-permit-before-dressing-children-as-santa-clause-ahead-of-christmas?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Free Press Journal,Schoolkids can dress as Santa only if parents allow in MP district,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/21_thu/img_1703127738259_153.jpg?,https://shrts.in/m15Zo,800,national,national,IN,12.33,,1703129134000,1970-01-01T00:00:00Z,2023-12-22T03:23:40.808Z,[],[],'Complaints come to us',Tap to know what more the official said,https://www.freepressjournal.in/amp/indore/madhya-pradesh-school-seeks-parents-permit-before-dressing-children-as-santa-clause-ahead-of-christmas?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:800,news:default,cat:national,hash:0",[]
